country;director;genre;imdb_rating;title;year
['СССР'];['Пеэтер Симм'];['сказка'];6.7;Арабелла — дочь пирата;1983
['СССР'];['Валерий Ахадов'];['лирическая', 'комедия'];5.7;Апрельские сны;1980
['Португалия', 'Испания', 'Франция', 'Италия'];['Мария де Медейруш'];['драма', 'исторический'];7.1;Апрельские капитаны;2000
['США'];['Гас Ван Сент'];['криминальная драма'];7.2;Аптечный ковбой;1989
['СССР'];['Отар Иоселиани'];['драма мелодрама притча'];7.2;Апрель;1961
['Грузия'];['Деа Кулумбегашвили'];['драматический фильм'];6.3;Апрель;2024
['Франция'];['Жиль Гранжье'];['комедия'];5.7;Апрельская рыбка;1954
['СССР'];['Юрий Вышинский'];[];5.9;Аппассионата;1963
['США'];['Генри Левин'];['музыкальный фильм'];6.2;Апрельская любовь;1957
['Россия'];['Денис Нейманд'];['Военный фильм', 'Драма'];6.2;Апперкот для Гитлера Uppercut for Gitler [ ];2016
['Россия'];['Станислав Митин'];['драма'];6.1;Апофегей;2013
['США'];['Эндрю Робинсон'];['драма'];5.6;Апрельские дожди;2009
['Россия'];['Константин Мурзенко'];['криминальная', 'драма'];6.0;Апрель;2001
['Великобритания', 'США'];['Гарет Эванс'];['Ужасы', 'Драма', 'Фантастика'];6.3;Апостол;2018
['Германская империя'];['Макс Складановский'];['короткометражка'];4.2;Апофеоз;1895
['США'];['Роберт Дюваль'];['драма'];7.2;Апостол;1997
['США'];['Ричард Линклейтер'];['научно-фантастический фильм', 'драматический фильм', 'подростковый фильм'];7.2;Аполлон-10½: Приключение космического века;2022
['Россия'];['Адель Аль-Хадад'];['драма', 'фильм-биография'];5.3;Апокриф: музыка для Петра и Павла;2004
['США'];['Фрэнсис Форд Коппола'];['военный фильм', 'драма'];8.4;Апокалипсис сегодня;1979
['США'];['Сэм Ньюфилд'];['нуар'];5.7;Апология убийства;1945
['СССР'];['Ольга Преображенская', 'Иван Правов'];['приключения экранизация'];;Аня;1927
['США'];['Эд Харрис'];['вестерн'];6.7;Аппалуза;2008
['США', 'Канада'];['Гонсало Лопес-Гальего'];['псевдодокументальный', 'научно-фантастический', 'фильм ужасов'];5.2;Аполлон 18;2011
['США', 'Россия', 'Бахрейн'];['Андрей Звягинцев'];['драма', 'короткометражный'];6.5;Апокриф;2009
['Франция'];['Даниэль Касателле', 'Изабелла Кларк'];['документальный'];9.0;Апокалипсис: Вторая мировая война;2009
['Италия', 'Великобритания'];['Раффаэле Мертес'];['религиозный фильм', 'драматический фильм'];6.2;Апокалипсис: Откровение Иоанна Богослова;2002
['Италия', 'Испания', 'США'];['Антонио Маргерити'];['фильм ужасов', 'боевик'];5.5;Апокалипсис каннибалов;1980
['США'];['Ричард Аллен Гэрриот'];['научно-фантастический фильм'];5.0;Апогей страха;2012
['Россия'];['Андрей Прошкин'];['драма'];6.5;Апельсиновый сок;2010
['СССР'];['Виктор Бутурлин'];['Муз фильм'];6.0;Аплодисменты, аплодисменты…;1984
['США'];['Рон Ховард'];['приключения', 'история', 'драма'];7.7;Аполлон-13;1995
['США'];['Джозеф Косински'];['боевик', 'спортивный фильм'];;Апогей  Внешние видеофайлы;2025
['США'];['Мел Гибсон'];['драма', 'триллер', 'приключения', 'исторический'];7.8;Апокалипсис;2006
['ГДР', 'СССР', 'Румыния'];['Готфрид Кольдиц'];['вестерн'];5.9;Апачи;1974
['Австралия', 'США'];['Ли Уоннелл'];['научная фантастика', 'триллер', 'киберпанк'];7.5;Апгрейд;2018
['СССР'];['Валерий Гурьянов'];['драматический фильм'];7.0;Апелляция;1987
['СССР'];['А Белинский', 'В Васильев'];['телевизионный балет'];8.0;Анюта  Внешние медиафайлы;1982
['США', 'Канада'];['Мишель Таверна'];['фильм ужасов'];2.5;Апартаменты 1303;2012
['Российская империя'];['Яков Протазанов'];['драма'];6.0;Анфиса;1912
['СССР'];['Лев Голуб'];['детский', 'драма', 'приключенческий'];6.6;Анютина дорога;1967
['Италия'];['Джо ДАмато'];['фильм ужасов'];5.3;Антропофаг;1980
['США'];['Даг Эллин'];['комедия', 'драма'];6.5;Антураж;2015
['Франция'];['Рене Клер'];['фэнтезийный фильм', 'немое кино'];7.3;Антракт;1924
